customer,day,daily_amount,nr_trans
customer108,2019-07-20 00:00:00+00:00,2102.0,7
customer108,2019-07-22 00:00:00+00:00,400.0,2
customer108,2019-07-26 00:00:00+00:00,120.0,2
customer108,2019-07-27 00:00:00+00:00,1004.0,3
customer108,2019-07-28 00:00:00+00:00,1250.0,5
customer108,2019-08-30 00:00:00+00:00,1800.0,10
customer108,2019-08-31 00:00:00+00:00,20.0,1
customer108,2019-09-04 00:00:00+00:00,25.0,1
customer108,2019-09-05 00:00:00+00:00,45.0,2
customer108,2019-09-06 00:00:00+00:00,100.0,2
customer108,2019-09-07 00:00:00+00:00,2202.0,8
customer108,2019-09-10 00:00:00+00:00,5318.0,10
customer108,2019-09-11 00:00:00+00:00,500.0,2
customer108,2019-09-17 00:00:00+00:00,3000.0,3
customer108,2019-09-18 00:00:00+00:00,45.0,2
customer108,2019-09-21 00:00:00+00:00,30.0,1
customer108,2019-09-24 00:00:00+00:00,1650.0,5
customer108,2019-09-27 00:00:00+00:00,350.0,1
customer108,2019-09-28 00:00:00+00:00,25.0,1
customer108,2019-10-16 00:00:00+00:00,1200.0,5
customer108,2019-10-24 00:00:00+00:00,300.0,1
customer108,2019-11-12 00:00:00+00:00,200.0,1
customer108,2019-11-15 00:00:00+00:00,200.0,1
customer108,2020-01-21 00:00:00+00:00,2008.0,4
customer1080,2019-09-20 00:00:00+00:00,150.0,1
customer1080,2019-10-12 00:00:00+00:00,250.0,2
customer1081,2020-01-02 00:00:00+00:00,25.0,1
customer1081,2020-01-03 00:00:00+00:00,40.0,1
customer1082,2019-03-24 00:00:00+00:00,50.0,2
customer1082,2019-03-25 00:00:00+00:00,35.0,2
customer1082,2019-03-30 00:00:00+00:00,25.0,1
customer1082,2019-04-02 00:00:00+00:00,70.0,3
customer1082,2019-04-03 00:00:00+00:00,70.28999999999999,4
customer1082,2019-06-02 00:00:00+00:00,25.0,1
customer1082,2019-06-03 00:00:00+00:00,205.65,1
customer1083,2019-03-14 00:00:00+00:00,70.0,2
customer1084,2020-01-03 00:00:00+00:00,50.0,1
customer1084,2020-01-10 00:00:00+00:00,216.0,3
customer1085,2019-03-02 00:00:00+00:00,25.0,1
customer1085,2019-03-06 00:00:00+00:00,20.0,2
customer1085,2019-03-07 00:00:00+00:00,25.0,2
customer1085,2019-03-09 00:00:00+00:00,40.0,4
customer1085,2019-03-15 00:00:00+00:00,30.0,3
customer1085,2019-03-22 00:00:00+00:00,10.0,1
customer1085,2019-03-24 00:00:00+00:00,20.0,2
customer1085,2019-04-12 00:00:00+00:00,10.0,1
customer1085,2019-04-30 00:00:00+00:00,20.0,2
customer1085,2019-05-23 00:00:00+00:00,10.0,1
customer1085,2019-05-28 00:00:00+00:00,35.0,2
customer1085,2019-06-17 00:00:00+00:00,10.0,1
customer1085,2019-07-14 00:00:00+00:00,50.0,1
customer1085,2019-08-03 00:00:00+00:00,30.0,1
customer1085,2019-09-10 00:00:00+00:00,80.0,3
customer1085,2019-12-03 00:00:00+00:00,10.0,1
customer1086,2019-04-05 00:00:00+00:00,50.0,1
customer1087,2019-05-05 00:00:00+00:00,1050.0,9
customer1088,2019-11-18 00:00:00+00:00,500.0,1
customer1089,2020-01-17 00:00:00+00:00,85.0,1
customer1089,2020-01-18 00:00:00+00:00,20.0,1
customer1089,2020-01-22 00:00:00+00:00,55.0,2
customer1089,2020-01-24 00:00:00+00:00,25.0,1
customer1089,2020-01-27 00:00:00+00:00,15.0,1
customer1089,2020-01-28 00:00:00+00:00,10.0,1
customer1089,2020-01-29 00:00:00+00:00,20.0,1
customer1089,2020-01-31 00:00:00+00:00,35.0,1
customer109,2019-03-02 00:00:00+00:00,525.0,1
customer109,2019-03-05 00:00:00+00:00,625.0,4
customer109,2019-03-13 00:00:00+00:00,200.0,2
customer109,2019-03-14 00:00:00+00:00,300.0,3
customer109,2019-03-19 00:00:00+00:00,175.0,3
customer109,2019-03-30 00:00:00+00:00,200.0,2
customer109,2019-04-19 00:00:00+00:00,198.0,2
customer109,2019-04-21 00:00:00+00:00,150.0,2
customer109,2019-04-24 00:00:00+00:00,98.0,1
customer109,2019-05-18 00:00:00+00:00,300.0,3
customer109,2019-05-19 00:00:00+00:00,100.0,1
customer109,2019-05-26 00:00:00+00:00,150.0,1
customer109,2019-05-27 00:00:00+00:00,139.0,2
customer109,2019-05-28 00:00:00+00:00,700.0,5
customer109,2019-05-29 00:00:00+00:00,200.0,1
customer109,2019-05-30 00:00:00+00:00,378.0,4
customer109,2019-06-02 00:00:00+00:00,200.0,2
customer109,2019-06-03 00:00:00+00:00,300.0,3
customer109,2019-06-04 00:00:00+00:00,150.0,2
customer109,2019-06-08 00:00:00+00:00,150.0,1
customer109,2019-06-09 00:00:00+00:00,100.0,1
customer109,2019-06-10 00:00:00+00:00,304.0,3
customer109,2019-06-15 00:00:00+00:00,195.0,2
customer109,2019-06-16 00:00:00+00:00,350.0,3
customer109,2019-06-17 00:00:00+00:00,497.0,5
customer109,2019-06-22 00:00:00+00:00,400.0,2
customer109,2019-06-28 00:00:00+00:00,410.0,5
customer109,2019-07-05 00:00:00+00:00,75.0,1
customer109,2019-07-07 00:00:00+00:00,15.0,1
customer109,2019-07-12 00:00:00+00:00,58.66,1
customer109,2019-07-20 00:00:00+00:00,302.0,3
customer109,2019-07-23 00:00:00+00:00,348.0,4
customer109,2019-07-25 00:00:00+00:00,110.0,2
customer109,2019-07-28 00:00:00+00:00,345.0,4
customer109,2019-07-29 00:00:00+00:00,400.0,4
customer109,2019-07-30 00:00:00+00:00,21.0,1
customer109,2019-08-04 00:00:00+00:00,16.25,1
customer109,2019-08-16 00:00:00+00:00,101.0,2
customer109,2019-09-10 00:00:00+00:00,10.0,1
customer109,2019-09-20 00:00:00+00:00,78.0,2
customer109,2019-09-21 00:00:00+00:00,100.0,1
customer109,2019-09-27 00:00:00+00:00,10.27,1
customer109,2019-10-17 00:00:00+00:00,50.0,1
customer109,2019-10-19 00:00:00+00:00,117.0,2
customer109,2019-10-20 00:00:00+00:00,350.0,3
customer109,2019-10-25 00:00:00+00:00,140.0,2
customer109,2019-10-26 00:00:00+00:00,56.0,1
customer109,2019-11-15 00:00:00+00:00,41.0,1
customer109,2019-11-28 00:00:00+00:00,75.0,2
customer109,2019-11-30 00:00:00+00:00,600.0,6
customer109,2019-12-19 00:00:00+00:00,98.73,1
customer109,2019-12-20 00:00:00+00:00,98.0,1
customer109,2019-12-21 00:00:00+00:00,100.0,1
customer109,2019-12-28 00:00:00+00:00,60.0,1
customer109,2020-01-24 00:00:00+00:00,100.0,1
customer109,2020-01-25 00:00:00+00:00,120.0,2
customer109,2020-02-12 00:00:00+00:00,66.0,1
customer109,2020-02-13 00:00:00+00:00,218.0,3
customer109,2020-02-19 00:00:00+00:00,100.0,2
customer109,2020-02-28 00:00:00+00:00,100.0,1
customer1090,2019-03-10 00:00:00+00:00,65.0,1
customer1090,2019-03-16 00:00:00+00:00,554.0,2
customer1090,2019-03-19 00:00:00+00:00,263.0,1
customer1090,2019-03-21 00:00:00+00:00,1800.0,5
customer1090,2019-04-30 00:00:00+00:00,699.0,1
customer1091,2019-11-02 00:00:00+00:00,50.0,1
customer1091,2019-12-01 00:00:00+00:00,1000.0,2
customer1091,2019-12-15 00:00:00+00:00,100.0,1
customer1091,2020-02-23 00:00:00+00:00,150.0,1
customer1092,2019-11-17 00:00:00+00:00,500.0,1
customer1093,2019-03-20 00:00:00+00:00,15.0,1
customer1093,2019-04-20 00:00:00+00:00,18.0,1
customer1093,2019-06-07 00:00:00+00:00,55.0,3
customer1093,2019-06-09 00:00:00+00:00,20.0,1
customer1093,2019-06-11 00:00:00+00:00,30.0,2
customer1093,2019-07-20 00:00:00+00:00,20.0,2
customer1093,2019-12-13 00:00:00+00:00,30.0,1
customer1093,2019-12-18 00:00:00+00:00,20.0,1
customer1093,2019-12-20 00:00:00+00:00,45.0,3
customer1093,2019-12-21 00:00:00+00:00,35.0,2
customer1093,2019-12-22 00:00:00+00:00,15.0,1
customer1093,2020-01-08 00:00:00+00:00,50.0,2
customer1093,2020-01-11 00:00:00+00:00,10.0,1
customer1093,2020-01-19 00:00:00+00:00,11.0,1
customer1093,2020-02-15 00:00:00+00:00,40.0,1
customer1094,2019-03-28 00:00:00+00:00,20.0,1
customer1095,2020-02-05 00:00:00+00:00,40.0,1
customer1096,2019-03-03 00:00:00+00:00,10.0,1
customer1096,2019-03-05 00:00:00+00:00,10.0,1
customer1096,2019-03-06 00:00:00+00:00,10.0,1
customer1097,2019-05-02 00:00:00+00:00,50.0,1
customer1098,2019-03-04 00:00:00+00:00,10.0,1
customer1099,2019-03-01 00:00:00+00:00,245.0,6
customer1099,2019-04-03 00:00:00+00:00,25.0,1
customer1099,2019-04-04 00:00:00+00:00,65.0,3
customer11,2019-06-24 00:00:00+00:00,40.0,1
customer11,2019-08-24 00:00:00+00:00,30.0,1
customer11,2019-09-03 00:00:00+00:00,40.0,1
customer11,2019-10-02 00:00:00+00:00,25.0,1
customer11,2019-10-05 00:00:00+00:00,25.0,1
customer11,2019-10-14 00:00:00+00:00,50.0,1
customer11,2019-10-20 00:00:00+00:00,40.0,1
customer11,2019-11-09 00:00:00+00:00,50.0,1
customer11,2019-11-17 00:00:00+00:00,40.0,1
customer11,2020-01-30 00:00:00+00:00,40.0,1
customer11,2020-02-10 00:00:00+00:00,30.0,1
customer110,2019-08-23 00:00:00+00:00,100.0,2
customer110,2019-08-24 00:00:00+00:00,70.0,2
customer1100,2019-03-24 00:00:00+00:00,50.0,1
customer1100,2019-04-01 00:00:00+00:00,25.0,1
customer1100,2019-04-05 00:00:00+00:00,50.0,2
customer1100,2019-04-06 00:00:00+00:00,270.0,6
customer1101,2019-03-01 00:00:00+00:00,350.0,1
customer1101,2019-03-05 00:00:00+00:00,1500.0,2
customer1101,2019-03-10 00:00:00+00:00,2000.0,4
customer1101,2019-03-23 00:00:00+00:00,2000.0,2
customer1101,2019-04-04 00:00:00+00:00,2000.0,1
customer1101,2019-07-12 00:00:00+00:00,500.0,1
customer1102,2019-06-26 00:00:00+00:00,20.0,1
customer1102,2019-06-27 00:00:00+00:00,150.0,5
customer1102,2019-06-29 00:00:00+00:00,500.0,10
customer1102,2019-06-30 00:00:00+00:00,450.0,11
customer1103,2019-07-12 00:00:00+00:00,25.0,1
customer1104,2020-02-05 00:00:00+00:00,45.0,2
customer1105,2020-02-06 00:00:00+00:00,30.0,1
customer1105,2020-02-07 00:00:00+00:00,10.0,1
customer1106,2019-12-11 00:00:00+00:00,50.0,1
customer1106,2019-12-21 00:00:00+00:00,50.0,1
customer1106,2020-01-06 00:00:00+00:00,100.0,1
customer1106,2020-01-15 00:00:00+00:00,50.0,1
customer1106,2020-01-19 00:00:00+00:00,100.0,2
customer1107,2019-03-03 00:00:00+00:00,100.0,1
customer1107,2019-05-01 00:00:00+00:00,100.0,1
customer1107,2019-05-04 00:00:00+00:00,100.0,1
customer1107,2019-05-19 00:00:00+00:00,100.0,1
customer1107,2019-05-28 00:00:00+00:00,100.0,1
customer1107,2019-06-23 00:00:00+00:00,100.0,1
customer1108,2019-06-23 00:00:00+00:00,100.0,1
customer1108,2019-10-01 00:00:00+00:00,100.0,1
customer1108,2019-10-28 00:00:00+00:00,100.0,1
customer1108,2020-02-02 00:00:00+00:00,100.0,1
customer1108,2020-02-04 00:00:00+00:00,200.0,2
customer1108,2020-02-19 00:00:00+00:00,200.0,1
customer1109,2019-05-25 00:00:00+00:00,12.0,1
customer1109,2019-07-27 00:00:00+00:00,50.0,1
customer1109,2019-09-07 00:00:00+00:00,50.0,1
customer1109,2019-09-16 00:00:00+00:00,50.0,1
customer111,2019-03-02 00:00:00+00:00,150.0,2
customer111,2019-03-03 00:00:00+00:00,70.0,3
customer111,2019-03-04 00:00:00+00:00,110.0,3
customer111,2019-03-05 00:00:00+00:00,30.0,1
customer111,2019-03-06 00:00:00+00:00,100.0,2
customer111,2019-03-07 00:00:00+00:00,405.0,5
customer111,2019-03-08 00:00:00+00:00,160.0,6
customer111,2019-03-09 00:00:00+00:00,310.0,8
customer111,2019-03-10 00:00:00+00:00,60.0,2
customer111,2019-03-11 00:00:00+00:00,670.0,9
customer111,2019-04-03 00:00:00+00:00,10.0,1
customer111,2019-04-13 00:00:00+00:00,701.0,9
customer111,2019-04-15 00:00:00+00:00,100.0,2
customer111,2019-05-14 00:00:00+00:00,115.0,2
customer111,2019-05-15 00:00:00+00:00,600.0,6
customer111,2019-05-17 00:00:00+00:00,100.0,3
customer111,2019-05-24 00:00:00+00:00,100.0,1
customer111,2019-05-25 00:00:00+00:00,350.0,4
customer111,2019-05-26 00:00:00+00:00,110.0,2
customer111,2019-05-27 00:00:00+00:00,255.0,3
customer111,2019-05-28 00:00:00+00:00,10.0,1
customer111,2019-06-03 00:00:00+00:00,545.0,9
customer111,2019-06-04 00:00:00+00:00,35.0,1
customer111,2019-06-05 00:00:00+00:00,135.0,4
customer111,2019-06-06 00:00:00+00:00,130.0,3
customer111,2019-06-07 00:00:00+00:00,85.0,3
customer111,2019-06-10 00:00:00+00:00,130.0,2
customer111,2019-06-11 00:00:00+00:00,300.0,5
customer111,2019-06-12 00:00:00+00:00,100.0,1
customer111,2019-06-13 00:00:00+00:00,100.0,3
customer111,2019-06-14 00:00:00+00:00,360.0,6
customer111,2019-06-17 00:00:00+00:00,100.0,2
customer111,2019-06-18 00:00:00+00:00,75.0,3
customer111,2019-06-20 00:00:00+00:00,10.0,1
customer111,2019-07-19 00:00:00+00:00,550.0,8
customer111,2019-08-20 00:00:00+00:00,650.0,9
customer111,2019-11-30 00:00:00+00:00,500.0,3
customer111,2020-01-05 00:00:00+00:00,403.0,5
customer111,2020-02-06 00:00:00+00:00,340.0,5
customer111,2020-02-07 00:00:00+00:00,80.0,2
customer111,2020-02-08 00:00:00+00:00,100.0,1
customer111,2020-02-09 00:00:00+00:00,855.0,8
customer111,2020-02-10 00:00:00+00:00,10.0,1
customer1110,2019-03-03 00:00:00+00:00,435.0,6
customer1110,2019-03-05 00:00:00+00:00,50.0,1
customer1110,2019-03-08 00:00:00+00:00,102.0,1
customer1110,2019-03-10 00:00:00+00:00,200.0,2
customer1111,2019-05-18 00:00:00+00:00,500.0,1
customer1112,2019-03-03 00:00:00+00:00,20.0,1
customer1112,2019-05-26 00:00:00+00:00,25.0,1
customer1113,2019-06-20 00:00:00+00:00,100.0,1
customer1114,2019-03-04 00:00:00+00:00,250.0,1
customer1114,2019-03-06 00:00:00+00:00,250.0,1
customer1114,2019-03-09 00:00:00+00:00,250.0,1
customer1114,2019-03-30 00:00:00+00:00,500.0,1
customer1114,2019-04-04 00:00:00+00:00,500.0,1
customer1114,2019-04-09 00:00:00+00:00,500.0,1
customer1114,2019-04-13 00:00:00+00:00,1250.0,3
customer1114,2019-07-27 00:00:00+00:00,100.0,1
customer1114,2019-07-29 00:00:00+00:00,159.0,1
customer1114,2019-07-30 00:00:00+00:00,237.0,1
customer1115,2019-10-21 00:00:00+00:00,40.0,1
customer1115,2019-11-15 00:00:00+00:00,300.0,6
customer1115,2019-11-16 00:00:00+00:00,130.0,3
customer1115,2020-01-25 00:00:00+00:00,100.0,1
customer1116,2019-10-04 00:00:00+00:00,30.0,1
customer1116,2019-10-05 00:00:00+00:00,25.0,2
customer1116,2019-11-09 00:00:00+00:00,30.0,1
customer1117,2019-05-24 00:00:00+00:00,25.02,2
customer1118,2019-04-15 00:00:00+00:00,20.0,1
customer1119,2020-01-18 00:00:00+00:00,100.0,1
customer1119,2020-01-29 00:00:00+00:00,400.0,4
customer1119,2020-02-01 00:00:00+00:00,100.0,1
customer112,2019-03-01 00:00:00+00:00,10.0,1
customer112,2019-03-02 00:00:00+00:00,30.0,3
customer112,2019-03-03 00:00:00+00:00,40.0,4
customer112,2019-03-04 00:00:00+00:00,50.0,5
customer112,2019-03-05 00:00:00+00:00,10.0,1
customer112,2019-03-06 00:00:00+00:00,50.0,5
customer112,2019-03-07 00:00:00+00:00,30.0,3
customer112,2019-03-14 00:00:00+00:00,10.0,1
customer112,2019-04-04 00:00:00+00:00,50.0,5
customer112,2019-04-05 00:00:00+00:00,60.0,6
customer112,2019-04-06 00:00:00+00:00,40.0,4
customer112,2019-04-07 00:00:00+00:00,10.0,1
customer112,2019-04-08 00:00:00+00:00,10.0,1
customer112,2019-04-12 00:00:00+00:00,40.0,4
customer112,2019-04-14 00:00:00+00:00,10.0,1
customer112,2019-04-16 00:00:00+00:00,40.0,4
customer112,2019-04-21 00:00:00+00:00,10.0,1
customer112,2019-04-22 00:00:00+00:00,50.0,5
customer112,2019-04-23 00:00:00+00:00,20.0,2
customer112,2019-04-25 00:00:00+00:00,20.0,2
customer112,2019-05-02 00:00:00+00:00,10.0,1
customer112,2019-05-03 00:00:00+00:00,10.0,1
customer112,2019-05-04 00:00:00+00:00,40.0,4
customer112,2019-05-05 00:00:00+00:00,20.0,2
customer112,2019-05-06 00:00:00+00:00,30.0,3
customer112,2019-05-12 00:00:00+00:00,50.0,5
customer112,2019-05-17 00:00:00+00:00,20.0,2
customer112,2019-05-18 00:00:00+00:00,20.0,2
customer112,2019-05-19 00:00:00+00:00,70.0,7
customer112,2019-05-22 00:00:00+00:00,20.0,2
customer112,2019-05-27 00:00:00+00:00,10.0,1
customer112,2019-05-28 00:00:00+00:00,20.0,2
customer112,2019-05-29 00:00:00+00:00,30.0,3
customer112,2019-05-30 00:00:00+00:00,10.0,1
customer112,2019-05-31 00:00:00+00:00,10.0,1
customer112,2019-06-02 00:00:00+00:00,20.0,2
customer112,2019-06-03 00:00:00+00:00,40.0,4
customer112,2019-06-04 00:00:00+00:00,70.0,7
customer112,2019-06-05 00:00:00+00:00,80.0,8
customer112,2019-06-06 00:00:00+00:00,40.0,4
customer112,2019-06-07 00:00:00+00:00,60.0,6
customer112,2019-06-08 00:00:00+00:00,20.0,2
customer112,2019-06-09 00:00:00+00:00,20.0,2
customer112,2019-06-11 00:00:00+00:00,80.0,8
customer112,2019-06-12 00:00:00+00:00,60.0,6
customer112,2019-06-13 00:00:00+00:00,40.0,4
customer112,2019-06-14 00:00:00+00:00,20.0,2
customer112,2019-06-16 00:00:00+00:00,110.0,6
customer112,2019-06-19 00:00:00+00:00,10.0,1
customer112,2019-06-22 00:00:00+00:00,10.0,1
customer112,2019-06-23 00:00:00+00:00,20.0,2
customer112,2019-06-24 00:00:00+00:00,30.0,3
customer112,2019-06-27 00:00:00+00:00,40.0,4
customer112,2019-06-28 00:00:00+00:00,20.0,2
customer112,2019-06-29 00:00:00+00:00,10.0,1
customer112,2019-06-30 00:00:00+00:00,20.0,2
customer112,2019-07-01 00:00:00+00:00,20.0,2
customer112,2019-07-02 00:00:00+00:00,10.0,1
customer112,2019-07-03 00:00:00+00:00,40.0,4
customer112,2019-07-04 00:00:00+00:00,50.0,5
customer112,2019-07-05 00:00:00+00:00,23.0,2
customer112,2019-07-06 00:00:00+00:00,40.0,4
customer112,2019-07-07 00:00:00+00:00,30.0,3
customer112,2019-07-08 00:00:00+00:00,51.0,5
customer112,2019-07-09 00:00:00+00:00,70.0,7
customer112,2019-07-10 00:00:00+00:00,90.0,9
customer112,2019-07-11 00:00:00+00:00,50.0,5
customer112,2019-07-12 00:00:00+00:00,40.0,4
customer112,2019-07-13 00:00:00+00:00,40.0,4
customer112,2019-07-14 00:00:00+00:00,50.0,5
customer112,2019-07-15 00:00:00+00:00,54.0,5
customer112,2019-07-16 00:00:00+00:00,40.0,4
customer112,2019-07-17 00:00:00+00:00,20.0,2
customer112,2019-07-18 00:00:00+00:00,20.0,2
customer112,2019-07-19 00:00:00+00:00,20.0,2
customer112,2019-07-20 00:00:00+00:00,90.0,9
customer112,2019-07-21 00:00:00+00:00,30.0,3
customer112,2019-07-22 00:00:00+00:00,30.0,3
customer112,2019-07-23 00:00:00+00:00,30.0,3
customer112,2019-07-24 00:00:00+00:00,50.0,5
customer112,2019-07-25 00:00:00+00:00,30.0,3
customer112,2019-07-26 00:00:00+00:00,30.0,3
customer112,2019-07-28 00:00:00+00:00,20.0,2
customer112,2019-07-29 00:00:00+00:00,20.0,2
customer112,2019-07-31 00:00:00+00:00,20.0,2
customer112,2019-08-01 00:00:00+00:00,30.0,3
customer112,2019-08-02 00:00:00+00:00,10.0,1
customer112,2019-08-03 00:00:00+00:00,60.0,6
customer112,2019-08-04 00:00:00+00:00,20.0,2
customer112,2019-08-05 00:00:00+00:00,40.0,4
customer112,2019-08-06 00:00:00+00:00,50.0,5
customer112,2019-08-07 00:00:00+00:00,20.0,2
customer112,2019-08-08 00:00:00+00:00,20.0,2
customer112,2019-08-09 00:00:00+00:00,60.0,6
customer112,2019-08-10 00:00:00+00:00,20.0,2
customer112,2019-08-11 00:00:00+00:00,20.0,2
customer112,2019-08-14 00:00:00+00:00,40.0,4
customer112,2019-08-17 00:00:00+00:00,20.0,2
customer112,2019-08-18 00:00:00+00:00,40.75,4
customer112,2019-08-27 00:00:00+00:00,20.0,2
customer112,2019-08-30 00:00:00+00:00,10.0,1
customer112,2019-08-31 00:00:00+00:00,70.0,7
customer112,2019-09-01 00:00:00+00:00,20.0,2
customer112,2019-09-02 00:00:00+00:00,10.0,1
customer112,2019-09-04 00:00:00+00:00,200.0,6
customer112,2019-09-05 00:00:00+00:00,150.0,3
customer112,2019-09-06 00:00:00+00:00,180.0,7
customer112,2019-09-07 00:00:00+00:00,77.0,4
customer112,2019-09-08 00:00:00+00:00,80.0,3
customer112,2019-09-09 00:00:00+00:00,50.0,2
customer112,2019-09-10 00:00:00+00:00,45.0,3
customer112,2019-09-11 00:00:00+00:00,65.0,3
customer112,2019-09-12 00:00:00+00:00,105.0,5
customer112,2019-09-13 00:00:00+00:00,70.0,3
customer112,2019-09-14 00:00:00+00:00,95.0,4
customer112,2019-09-15 00:00:00+00:00,175.0,7
customer112,2019-09-16 00:00:00+00:00,10.0,1
customer112,2019-09-17 00:00:00+00:00,40.0,2
customer112,2019-09-18 00:00:00+00:00,25.0,2
customer112,2019-09-19 00:00:00+00:00,15.0,1
customer112,2019-10-03 00:00:00+00:00,13.0,1
customer112,2019-10-08 00:00:00+00:00,14.0,1
customer112,2019-10-09 00:00:00+00:00,15.0,1
customer112,2019-10-10 00:00:00+00:00,15.0,1
customer112,2019-10-14 00:00:00+00:00,15.0,1
customer112,2019-10-19 00:00:00+00:00,50.0,4
customer112,2019-10-25 00:00:00+00:00,24.0,2
customer112,2019-10-26 00:00:00+00:00,50.0,4
customer112,2019-11-10 00:00:00+00:00,25.0,1
customer112,2019-11-11 00:00:00+00:00,20.0,1
customer112,2019-11-28 00:00:00+00:00,70.0,3
customer1120,2019-08-10 00:00:00+00:00,300.0,1
customer1121,2019-07-10 00:00:00+00:00,30.0,1
customer1122,2019-12-15 00:00:00+00:00,525.0,6
customer1123,2019-08-13 00:00:00+00:00,100.0,1
customer1124,2019-03-15 00:00:00+00:00,100.0,1
customer1124,2019-05-05 00:00:00+00:00,100.0,5
customer1125,2019-07-07 00:00:00+00:00,100.0,1
customer1125,2019-07-12 00:00:00+00:00,50.0,1
customer1126,2019-03-24 00:00:00+00:00,10.0,1
customer1126,2019-07-25 00:00:00+00:00,10.0,1
customer1127,2019-03-15 00:00:00+00:00,200.0,1
customer1128,2019-03-09 00:00:00+00:00,200.0,4
customer1128,2019-05-01 00:00:00+00:00,400.0,7
customer1129,2019-03-05 00:00:00+00:00,60.0,1
customer1129,2019-05-16 00:00:00+00:00,80.0,1
customer113,2019-03-05 00:00:00+00:00,40.0,1
customer113,2019-03-06 00:00:00+00:00,224.0,4
customer113,2019-03-08 00:00:00+00:00,20.0,1
customer113,2019-03-19 00:00:00+00:00,31.0,1
customer113,2019-04-14 00:00:00+00:00,15.0,1
customer113,2019-05-04 00:00:00+00:00,16.12,1
customer113,2019-05-05 00:00:00+00:00,15.0,1
customer113,2019-05-07 00:00:00+00:00,100.0,1
customer113,2019-05-08 00:00:00+00:00,99.0,3
customer113,2019-05-11 00:00:00+00:00,50.0,2
customer113,2019-05-12 00:00:00+00:00,30.0,1
customer113,2019-05-13 00:00:00+00:00,12.0,1
customer113,2019-05-15 00:00:00+00:00,30.0,1
customer113,2019-05-31 00:00:00+00:00,94.0,3
customer113,2019-06-03 00:00:00+00:00,20.0,1
customer113,2019-06-04 00:00:00+00:00,75.0,3
customer113,2019-06-05 00:00:00+00:00,20.0,1
customer113,2019-06-07 00:00:00+00:00,20.0,1
customer113,2019-06-10 00:00:00+00:00,10.0,1
customer113,2019-06-11 00:00:00+00:00,21.45,2
customer113,2019-06-12 00:00:00+00:00,60.0,2
customer113,2019-06-16 00:00:00+00:00,40.0,2
customer113,2019-07-06 00:00:00+00:00,40.0,2
customer113,2019-07-09 00:00:00+00:00,40.0,1
customer113,2019-07-11 00:00:00+00:00,40.0,2
customer113,2019-07-27 00:00:00+00:00,29.0,1
customer113,2019-07-31 00:00:00+00:00,40.0,2
customer113,2019-08-01 00:00:00+00:00,60.0,1
customer113,2019-08-04 00:00:00+00:00,40.0,2
customer113,2019-08-06 00:00:00+00:00,140.0,2
customer113,2019-09-01 00:00:00+00:00,20.0,1
customer113,2019-09-04 00:00:00+00:00,25.0,1
customer113,2019-09-05 00:00:00+00:00,60.0,1
customer113,2019-09-07 00:00:00+00:00,180.0,2
customer113,2019-09-15 00:00:00+00:00,17.49,1
customer113,2019-09-18 00:00:00+00:00,54.5,2
customer113,2019-09-23 00:00:00+00:00,220.0,3
customer113,2019-09-24 00:00:00+00:00,70.0,2
customer1130,2019-08-31 00:00:00+00:00,100.0,1
customer1131,2020-01-19 00:00:00+00:00,50.0,1
customer1132,2019-04-27 00:00:00+00:00,15.0,1
customer1132,2019-05-10 00:00:00+00:00,50.0,3
customer1132,2019-05-12 00:00:00+00:00,50.0,1
customer1132,2019-05-13 00:00:00+00:00,20.0,1
customer1132,2019-05-14 00:00:00+00:00,50.0,1
customer1132,2019-05-20 00:00:00+00:00,75.0,2
customer1132,2019-05-23 00:00:00+00:00,50.0,1
customer1132,2019-06-10 00:00:00+00:00,50.0,1
customer1132,2019-06-15 00:00:00+00:00,50.0,1
customer1133,2020-02-25 00:00:00+00:00,100.0,1
customer1134,2019-04-23 00:00:00+00:00,15.0,1
customer1134,2019-09-28 00:00:00+00:00,50.0,1
customer1135,2019-03-18 00:00:00+00:00,20.0,1
customer1136,2020-02-04 00:00:00+00:00,50.0,1
customer1137,2019-03-06 00:00:00+00:00,25.0,1
customer1137,2019-03-07 00:00:00+00:00,50.0,2
customer1137,2019-07-17 00:00:00+00:00,40.0,2
customer1137,2019-07-20 00:00:00+00:00,10.0,1
customer1137,2019-07-22 00:00:00+00:00,15.0,1
customer1137,2019-07-23 00:00:00+00:00,20.0,2
customer1137,2019-07-26 00:00:00+00:00,15.0,1
customer1137,2020-01-27 00:00:00+00:00,50.0,1
customer1137,2020-02-26 00:00:00+00:00,10.0,1
customer1138,2019-05-05 00:00:00+00:00,100.0,1
customer1138,2019-05-06 00:00:00+00:00,100.0,1
customer1139,2019-05-11 00:00:00+00:00,2000.0,2
customer1139,2019-05-12 00:00:00+00:00,2000.0,2
customer114,2019-11-05 00:00:00+00:00,225.0,3
customer114,2019-11-06 00:00:00+00:00,130.0,4
customer114,2019-11-07 00:00:00+00:00,95.0,3
customer114,2019-11-08 00:00:00+00:00,80.0,4
customer114,2019-11-09 00:00:00+00:00,35.0,2
customer114,2019-11-10 00:00:00+00:00,40.0,2
customer114,2019-11-11 00:00:00+00:00,160.0,6
customer114,2019-11-12 00:00:00+00:00,110.0,5
customer114,2019-11-13 00:00:00+00:00,250.0,5
customer114,2019-11-15 00:00:00+00:00,55.0,2
customer114,2019-11-16 00:00:00+00:00,40.0,2
customer114,2019-11-18 00:00:00+00:00,115.0,4
