customer,sum,std,m_avg_spent,first_active_in_days,last_active_in_days,nr_purchases,group
customer450,22775.01,332.882047378844,1897.9175000000002,363.0,3.0,110.0,1
customer451,17850.0,166.44971755631272,1785.0,337.0,58.0,60.0,1
customer452,3240.0,19.421257543913285,540.0,366.0,191.0,87.0,1
customer453,270.0,28.809720581775867,135.0,71.0,31.0,5.0,1
customer454,100.0,4.6291004988627575,50.0,365.0,334.0,8.0,1
customer455,100.0,0.001,100.0,271.0,271.0,1.0,0
customer456,1722.0,22.583021717104703,287.0,330.0,118.0,34.0,1
customer457,1750.3,10.54142533164272,175.03,363.0,6.0,60.0,1
customer458,11800.0,76.99092030853215,5900.0,357.0,309.0,52.0,1
customer459,627.5,14.360695497203423,313.75,305.0,253.0,18.0,1
customer46,6169.0,23.179407676622017,881.2857142857143,365.0,170.0,251.0,1
customer460,1966.0,29.96119802505858,983.0,144.0,114.0,32.0,1
customer461,31500.0,126.10198016569528,2625.0,363.0,21.0,91.0,1
customer462,1625.0,12.608118276120605,812.5,195.0,149.0,45.0,1
customer463,190.0,14.719601443879746,190.0,296.0,284.0,6.0,1
customer464,548.0,10.619439098770082,548.0,20.0,3.0,28.0,1
customer465,6939.0,40.195245773035886,3469.5,55.0,2.0,95.0,1
customer466,295.0,7.9899490432846765,147.5,104.0,89.0,8.0,1
customer467,17196.0,227.74601814408922,3439.2,250.0,118.0,41.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer469,5104.0,182.03183717028662,1020.8,345.0,136.0,13.0,1
customer47,12493.44,57.39216479123805,1041.1200000000001,366.0,2.0,396.0,1
customer470,7830.09,16.752764876554334,652.5075,362.0,4.0,238.0,1
customer471,450.0,35.35533905932738,450.0,75.0,75.0,2.0,1
customer472,255.0,4.330127018922194,255.0,364.0,362.0,9.0,1
customer473,100.0,0.001,100.0,127.0,127.0,1.0,0
customer474,100.0,0.001,100.0,138.0,138.0,1.0,0
customer475,15.3,0.001,15.3,359.0,359.0,1.0,0
customer476,10.0,0.001,10.0,236.0,236.0,1.0,0
customer477,4070.0,31.75341823949781,508.75,363.0,67.0,31.0,1
customer478,656.0,21.51207174516743,82.0,306.0,22.0,13.0,1
customer479,4700.0,184.33371199788,2350.0,366.0,319.0,27.0,1
customer48,4800.0,7.615002954347073,436.3636363636364,362.0,38.0,343.0,1
customer480,4740.29,73.73466114048102,526.6988888888889,357.0,31.0,72.0,1
customer481,3120.0,46.35693602085215,624.0,207.0,2.0,30.0,1
customer482,5567.4,72.26532993084936,1391.85,254.0,72.0,53.0,1
customer483,1300.0,28.86751345948129,1300.0,366.0,359.0,13.0,1
customer484,390.0,24.89262656175232,78.0,320.0,99.0,8.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer486,625.0,10.84373460052302,208.33333333333334,342.0,258.0,22.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer488,210.0,26.457513110645905,210.0,117.0,92.0,3.0,1
customer489,489.8,7.922120928135344,489.8,366.0,340.0,31.0,1
customer49,357.26,11.993446846151524,89.315,251.0,175.0,19.0,1
customer490,459.0,3.7308214028657245,153.0,365.0,279.0,39.0,1
customer491,127.53999999999999,2.176610514844889,63.769999999999996,353.0,321.0,12.0,1
customer492,3120.48,2.9158086137489434,1560.24,362.0,307.0,248.0,1
customer493,4797.0,185.91134825976786,1599.0,362.0,301.0,17.0,1
customer494,360.0,2.9193710406057116,120.0,359.0,302.0,33.0,1
customer495,11892.86,110.27619669653414,1189.286,337.0,68.0,90.0,1
customer496,1265.0,13.810254843159052,180.71428571428572,304.0,2.0,71.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer498,50.0,0.001,50.0,48.0,48.0,1.0,0
customer499,20000.0,138.5966794263939,2222.222222222222,359.0,2.0,60.0,1
customer5,22477.64,52.48666293742541,3746.273333333333,182.0,4.0,259.0,1
customer50,3159.39,6.871557648618964,263.28249999999997,366.0,2.0,148.0,1
customer500,1835.82,16.173918860131508,305.96999999999997,328.0,121.0,51.0,1
customer501,635.0,13.274994922638518,79.375,364.0,80.0,34.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer503,37700.0,144.23454372515482,5385.714285714285,337.0,52.0,75.0,1
customer504,701.0,8.470158779125084,701.0,326.0,309.0,13.0,1
customer505,2650.0,39.14406806294063,530.0,330.0,207.0,31.0,1
customer506,370.0,12.401124093721455,185.0,296.0,219.0,12.0,1
customer507,1130.0,37.26295933669437,161.42857142857142,366.0,105.0,22.0,1
customer508,1060.0,11.037570248439975,132.5,361.0,25.0,31.0,1
customer509,175.0,13.693063937629153,175.0,357.0,344.0,5.0,1
customer51,4249.0,60.342770900912384,1416.3333333333333,273.0,209.0,49.0,1
customer510,611.85,6.738276372107259,122.37,232.0,5.0,42.0,1
customer511,27335.0,327.21006160967096,3037.222222222222,362.0,17.0,44.0,1
customer512,11220.67,386.9463010029752,2244.134,361.0,133.0,30.0,1
customer513,8177.85,35.830707255335916,908.6500000000001,366.0,22.0,105.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer515,16700.0,157.81585521057175,4175.0,182.0,84.0,56.0,1
customer516,8465.0,132.5618066252779,4232.5,190.0,178.0,33.0,1
customer517,9000.0,329.60030891424185,3000.0,164.0,113.0,11.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer519,600.0,10.71008320943125,300.0,44.0,4.0,18.0,1
customer52,21826.0,15.033934334886448,3118.0,362.0,150.0,392.0,1
customer520,3316.0,75.97637630275322,301.45454545454544,365.0,8.0,41.0,1
customer521,20.0,0.001,20.0,288.0,288.0,1.0,0
customer522,790.0,12.362544734611518,98.75,267.0,10.0,29.0,1
customer523,213.0,15.12613632095123,106.5,57.0,16.0,5.0,1
customer524,6800.0,133.06956782609208,3400.0,318.0,291.0,23.0,1
customer525,3420.0,113.35319743360155,1140.0,193.0,50.0,20.0,1
customer526,10411.76,156.09919896412467,2602.94,322.0,41.0,29.0,1
customer527,2050.0,43.77975178854566,1025.0,46.0,27.0,10.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer529,50.0,0.001,50.0,166.0,166.0,1.0,0
customer53,8081.35,12.25374245170339,734.6681818181819,366.0,3.0,432.0,1
customer530,461.0,7.418241235650336,92.2,360.0,77.0,33.0,1
customer531,20.0,0.001,20.0,359.0,359.0,1.0,0
customer532,50.0,0.001,50.0,110.0,110.0,1.0,0
customer533,1800.0,53.16095330711949,900.0,86.0,21.0,24.0,1
customer534,2300.0,121.57392722216296,460.0,217.0,96.0,14.0,1
customer535,3500.0,46.48967974271973,1166.6666666666667,363.0,289.0,31.0,1
customer536,15.0,0.001,15.0,201.0,201.0,1.0,0
customer537,1211.77,5.006537852053013,121.17699999999999,366.0,61.0,103.0,1
customer538,3825.0,49.3311894503669,1275.0,360.0,280.0,70.0,1
customer539,850.0,67.08203932499369,283.3333333333333,275.0,145.0,5.0,1
customer54,56397.0,99.81056086748343,6266.333333333333,257.0,17.0,338.0,1
customer540,429.0,23.004475267933,429.0,366.0,363.0,18.0,1
customer541,1763.0,49.6510741743486,251.85714285714286,366.0,180.0,16.0,1
customer542,50.0,0.001,50.0,327.0,327.0,1.0,0
customer543,80.0,5.163977794943222,40.0,365.0,302.0,6.0,1
customer544,295.0,7.833494518006402,49.166666666666664,297.0,38.0,11.0,1
customer545,475.0,11.677484162422846,475.0,292.0,291.0,11.0,1
customer546,1180.0,14.345630047135446,236.0,336.0,190.0,24.0,1
customer547,42480.0,640.9959922409543,6068.571428571428,282.0,115.0,29.0,1
customer548,15150.0,146.9781075621948,3787.5,120.0,2.0,27.0,1
customer549,5950.0,11.170189781105623,991.6666666666666,176.0,2.0,58.0,1
customer55,7895.0,32.26682893838139,986.875,280.0,14.0,88.0,1
customer550,1525.0,8.838629446889334,169.44444444444446,365.0,93.0,42.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer552,310.0,4.630624984495675,44.285714285714285,362.0,67.0,23.0,1
customer553,250.0,28.867513459481287,125.0,111.0,78.0,3.0,1
customer554,1305.0,7.820642582091666,163.125,364.0,116.0,64.0,1
customer555,200.0,98.99494936611666,100.0,35.0,27.0,2.0,1
customer556,14.0,0.001,14.0,95.0,95.0,1.0,0
customer557,2320.0,16.144018350940613,331.42857142857144,330.0,114.0,82.0,1
customer558,7500.0,564.2103626603586,1875.0,353.0,224.0,10.0,1
customer559,190.0,8.366600265340756,47.5,265.0,64.0,5.0,1
customer56,2477.24,26.44082170153288,412.8733333333333,364.0,46.0,37.0,1
customer560,1600.0,55.571893022621126,800.0,50.0,20.0,17.0,1
customer561,526.0,11.701872650538109,175.33333333333334,353.0,141.0,17.0,1
customer562,6400.0,217.77107802516483,2133.3333333333335,274.0,180.0,12.0,1
customer563,3460.0,35.77863899487548,314.54545454545456,358.0,59.0,47.0,1
customer564,568.0,28.324648528899953,568.0,10.0,3.0,8.0,1
customer565,60.0,10.0,60.0,363.0,354.0,3.0,1
customer566,1575.0,59.444544292591274,262.5,357.0,181.0,14.0,1
customer567,1265.0,12.419894310363674,140.55555555555554,353.0,22.0,42.0,1
customer568,5297.05,176.75621386216918,1765.6833333333334,343.0,105.0,10.0,1
customer569,2223.0,25.24903021048627,741.0,270.0,146.0,46.0,1
customer57,20957.55,34.21201681126324,1746.4624999999999,359.0,2.0,395.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer571,2850.0,41.43709650823724,1425.0,76.0,48.0,14.0,1
customer572,301.44,8.46294989227284,100.48,234.0,176.0,14.0,1
customer573,6411.0,157.3347678253814,1602.75,362.0,83.0,16.0,1
customer574,1045.0,17.161582897164003,209.0,125.0,13.0,24.0,1
customer575,1126.0,9.830622622252424,225.2,365.0,183.0,37.0,1
customer576,100.0,0.001,100.0,194.0,194.0,1.0,0
customer577,195.0,5.634713834792322,195.0,360.0,350.0,9.0,1
customer578,115.0,12.583057392117915,57.5,163.0,72.0,3.0,1
customer579,2415.0,34.804649637133785,301.875,316.0,3.0,23.0,1
customer58,8561.08,32.114308465848985,713.4233333333333,366.0,5.0,267.0,1
customer580,1277.71,8.386370010963283,116.15545454545455,366.0,27.0,51.0,1
customer581,600.0,9.180725150319788,100.0,251.0,5.0,36.0,1
customer582,645.0,12.889574901490782,322.5,363.0,323.0,37.0,1
customer583,2010.0,29.709706606876253,670.0,313.0,201.0,25.0,1
customer584,10000.0,179.91225931723375,5000.0,364.0,335.0,20.0,1
customer585,950.0,35.35533905932738,950.0,360.0,360.0,2.0,1
customer586,110.0,63.63961030678928,110.0,364.0,364.0,2.0,1
customer587,734.0,30.045276079920033,244.66666666666666,90.0,29.0,22.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer59,15577.62,16.544499196238213,1298.135,366.0,5.0,630.0,1
customer590,600.0,25.0,600.0,364.0,344.0,9.0,1
customer591,3017.0,38.068562451903425,1005.6666666666666,78.0,8.0,42.0,1
customer592,2120.0,46.75570616634189,706.6666666666666,339.0,293.0,29.0,1
customer593,645.37,14.63326249733085,322.685,361.0,334.0,20.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer595,1086.0,9.750947218599793,271.5,366.0,264.0,39.0,1
customer596,115.0,15.652475842498529,57.5,337.0,333.0,5.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer599,8100.0,356.7795771434608,4050.0,282.0,247.0,16.0,1
customer6,4314.0,57.590006693590006,4314.0,365.0,349.0,32.0,1
customer60,18400.0,156.0481018821123,2044.4444444444443,365.0,6.0,45.0,1
customer600,614.5,11.628208369523547,122.9,353.0,35.0,30.0,1
customer601,60.0,5.0,60.0,360.0,345.0,3.0,1
customer602,4194.5,34.25476119601877,466.05555555555554,245.0,13.0,70.0,1
customer603,2900.0,191.19507199599983,966.6666666666666,73.0,26.0,10.0,1
customer604,100.0,0.001,100.0,222.0,222.0,1.0,0
customer605,2655.0,42.27811519439158,2655.0,366.0,352.0,41.0,1
customer606,11680.0,212.27674505344726,3893.3333333333335,106.0,56.0,44.0,1
customer607,475.0,9.7182531580755,475.0,7.0,2.0,9.0,1
customer608,1110.0,40.07804885470349,370.0,365.0,295.0,16.0,1
customer609,2973.0,151.31134201447762,1486.5,84.0,15.0,10.0,1
customer61,10775.0,8.38291963724989,897.9166666666666,366.0,2.0,621.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer611,685.0,5.924608444587277,97.85714285714286,343.0,176.0,29.0,1
customer612,4965.0,73.5620716020041,551.6666666666666,329.0,72.0,75.0,1
customer613,1280.0,12.502361450356393,426.6666666666667,108.0,2.0,39.0,1
customer614,680.78,15.721423363172388,97.25428571428571,343.0,134.0,13.0,1
customer615,1327.0,20.567987503134038,189.57142857142858,363.0,51.0,48.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer617,7400.0,174.56906648761966,1233.3333333333333,163.0,3.0,40.0,1
customer618,60.0,28.284271247461902,60.0,332.0,332.0,2.0,1
customer619,2141.62,39.75376679863939,237.95777777777778,280.0,22.0,42.0,1
customer62,5774.84,15.862461233037175,577.484,364.0,47.0,232.0,1
customer620,180.0,14.142135623730951,90.0,240.0,140.0,2.0,1
customer621,380.0,32.07629792991842,95.0,131.0,5.0,10.0,1
customer622,350.0,12.24744871391589,116.66666666666667,149.0,28.0,14.0,1
customer623,645.0,13.55604309331547,129.0,358.0,234.0,24.0,1
customer624,292.86,3.69492476321886,146.43,93.0,72.0,19.0,1
customer625,220.0,37.14835124201342,220.0,178.0,176.0,5.0,1
customer626,4875.0,164.56670710370466,2437.5,59.0,2.0,24.0,1
customer627,1100.0,40.32631448832933,275.0,359.0,261.0,28.0,1
customer628,7899.0,110.22432933693804,987.375,239.0,4.0,81.0,1
customer629,575.0,15.834429786596885,143.75,359.0,226.0,16.0,1
customer63,151583.0,834.1952986338968,15158.3,292.0,22.0,167.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer631,2086.0,31.799694782109068,1043.0,364.0,317.0,17.0,1
customer632,115.0,7.5,57.5,154.0,131.0,4.0,1
customer633,2318.0,9.129557576839172,386.3333333333333,364.0,198.0,55.0,1
customer634,110.0,2.6352313834736494,27.5,347.0,252.0,9.0,1
customer635,175.0,38.18813079129867,87.5,141.0,98.0,3.0,1
customer636,1534.5,12.167798809515734,139.5,366.0,5.0,62.0,1
customer637,175.0,13.693063937629153,87.5,72.0,49.0,5.0,1
customer638,1350.0,28.214404682341733,270.0,285.0,5.0,20.0,1
customer639,511.5,6.5999465809804,102.3,251.0,135.0,27.0,1
customer64,12025.0,17.86337210418744,1002.0833333333334,361.0,2.0,455.0,1
customer640,10050.0,79.5163103929837,3350.0,154.0,87.0,93.0,1
customer641,106.52,12.671627098890392,53.26,282.0,255.0,3.0,1
customer642,10760.0,99.00592867623372,1345.0,327.0,88.0,92.0,1
customer643,352.91,2.788664882691535,88.2275,358.0,264.0,31.0,1
customer644,1265.0,19.471287942276806,632.5,163.0,122.0,27.0,1
customer645,50.0,7.0710678118654755,50.0,359.0,359.0,2.0,1
customer646,1432.0,19.563977263051765,358.0,359.0,45.0,36.0,1
customer647,7500.0,689.202437604511,3750.0,351.0,319.0,6.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer649,4250.0,123.97196303619468,1062.5,303.0,71.0,21.0,1
customer65,78983.69,67.53746541579424,6581.974166666667,365.0,17.0,837.0,1
customer650,635.0,4.681058776171241,79.375,247.0,17.0,42.0,1
customer651,560.0,14.9071198499986,186.66666666666666,82.0,22.0,18.0,1
customer652,635.0,54.539468015635904,211.66666666666666,365.0,252.0,8.0,1
customer653,14550.0,203.83890771955265,4850.0,78.0,12.0,37.0,1
customer655,50.0,0.001,50.0,26.0,26.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer657,13945.0,93.52730726237695,1992.142857142857,344.0,61.0,69.0,1
customer658,95.0,16.072751268321593,95.0,5.0,3.0,3.0,1
customer659,95.0,6.267831705280087,47.5,191.0,175.0,7.0,1
customer66,950.0,17.93203755891931,475.0,363.0,309.0,24.0,1
customer660,4000.0,258.1988897471611,4000.0,148.0,147.0,6.0,1
customer661,6500.0,470.89534319466804,1625.0,365.0,204.0,12.0,1
customer662,3360.0,263.4387974463898,1120.0,207.0,7.0,14.0,1
customer663,25.0,0.001,25.0,65.0,65.0,1.0,0
customer664,630.0,9.96918328573687,157.5,178.0,63.0,26.0,1
customer665,855.0,38.16318345511249,855.0,360.0,338.0,15.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer667,665.0,12.734724284976847,332.5,87.0,37.0,18.0,1
customer668,175.0,12.5,87.5,129.0,105.0,4.0,1
customer669,1806.97,19.15793862349463,150.58083333333335,356.0,21.0,36.0,1
customer67,50.0,0.001,50.0,244.0,244.0,1.0,0
customer670,1525.0,51.81598048221546,762.5,198.0,161.0,16.0,1
customer671,2910.0,20.508946416549122,415.7142857142857,338.0,122.0,56.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer673,85.0,2.7537852736430506,42.5,205.0,22.0,4.0,1
customer674,2270.0,108.70314746595817,454.0,263.0,50.0,19.0,1
customer675,208.62,34.20978563705615,52.155,262.0,78.0,4.0,1
customer676,1380.0,16.236882817719774,1380.0,51.0,33.0,22.0,1
customer677,5750.0,224.35455716401538,5750.0,42.0,31.0,18.0,1
customer678,1493.0,31.818303093733736,497.6666666666667,366.0,187.0,17.0,1
customer679,402.0,7.595782147530861,201.0,36.0,6.0,19.0,1
customer68,4330.0,13.144871577305489,393.6363636363636,344.0,6.0,187.0,1
customer680,248.0,12.87939392513436,124.0,52.0,6.0,12.0,1
customer681,90.0,7.0710678118654755,90.0,15.0,15.0,2.0,1
customer682,207.5,12.499107110967108,69.16666666666667,365.0,186.0,8.0,1
customer683,257.4,10.99407632708243,128.7,364.0,324.0,15.0,1
customer684,40.0,0.001,40.0,56.0,56.0,1.0,0
customer685,4250.0,184.03545207119095,850.0,365.0,238.0,21.0,1
customer686,1794.0,49.38899398927587,448.5,99.0,24.0,23.0,1
customer687,225.0,5.941565265331838,45.0,332.0,141.0,14.0,1
customer688,405.0,3.0917347120042113,101.25,276.0,154.0,18.0,1
customer689,455.0,13.048568945104728,113.75,327.0,226.0,12.0,1
customer69,17731.0,69.0423454632794,1477.5833333333333,365.0,7.0,191.0,1
customer690,409.0,13.338808399696337,81.8,323.0,87.0,15.0,1
customer691,245.0,14.841332538392619,245.0,25.0,22.0,12.0,1
customer692,45.0,3.5355339059327378,45.0,362.0,359.0,2.0,1
customer693,275.0,19.112241568632857,91.66666666666667,366.0,278.0,9.0,1
customer694,210.0,15.782614139961387,70.0,364.0,77.0,11.0,1
customer695,10.0,0.001,10.0,211.0,211.0,1.0,0
customer696,340.0,7.302967433402216,85.0,352.0,257.0,30.0,1
customer697,1520.0,14.510641340795802,304.0,131.0,22.0,33.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer699,230.0,29.860788111948196,115.0,339.0,328.0,4.0,1
customer7,370.0,12.292725943057182,61.666666666666664,309.0,18.0,10.0,1
customer70,7660.0,11.482811482581305,1276.6666666666667,294.0,4.0,142.0,1
customer700,435.0,8.657129284346366,62.142857142857146,211.0,6.0,22.0,1
customer701,1900.0,230.9401076758503,1900.0,329.0,326.0,3.0,1
customer702,50.0,0.001,50.0,162.0,162.0,1.0,0
customer703,13000.0,181.56825980064067,2600.0,359.0,116.0,14.0,1
customer704,10.0,0.001,10.0,160.0,160.0,1.0,0
customer705,725.0,4.249182927993989,725.0,293.0,293.0,10.0,1
customer706,265.0,3.9818310304404374,66.25,261.0,63.0,22.0,1
customer707,1541.25,21.05642051317332,220.17857142857142,365.0,95.0,29.0,1
customer708,558.0,4.53448326290201,62.0,321.0,4.0,40.0,1
customer709,130.0,14.078859531733588,130.0,313.0,312.0,8.0,1
customer71,85171.16,170.13556392224052,7097.596666666667,337.0,2.0,411.0,1
customer710,410.0,20.110804171997806,205.0,340.0,324.0,10.0,1
customer711,250.0,14.142135623730951,250.0,363.0,341.0,10.0,1
customer712,50.0,0.001,50.0,223.0,223.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer714,670.0,21.91433538207571,111.66666666666667,307.0,182.0,15.0,1
customer715,225.0,12.500000000000002,225.0,337.0,337.0,4.0,1
customer716,50.0,0.001,50.0,302.0,302.0,1.0,0
customer717,550.0,26.726124191242437,183.33333333333334,128.0,29.0,7.0,1
customer718,400.0,18.257418583505537,133.33333333333334,158.0,71.0,10.0,1
customer719,650.0,25.877458475338283,130.0,341.0,64.0,8.0,1
customer72,4788.0,21.14719924421292,399.0,361.0,13.0,224.0,1
customer720,50.0,0.001,50.0,270.0,270.0,1.0,0
customer721,700.37,17.75053669445452,350.185,362.0,310.0,17.0,1
customer722,620.0,42.00340122282616,310.0,326.0,288.0,8.0,1
customer723,125.0,0.001,125.0,323.0,323.0,1.0,0
customer724,20.0,0.001,20.0,281.0,281.0,1.0,0
customer725,10.0,0.001,10.0,34.0,34.0,1.0,0
customer726,50.0,0.001,50.0,266.0,266.0,1.0,0
customer728,1810.0,57.93315113128234,905.0,358.0,319.0,16.0,1
customer729,60.0,5.773502691896258,60.0,195.0,191.0,4.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer730,155.0,13.149778198382917,38.75,319.0,80.0,4.0,1
customer731,651.37,14.476768328664726,651.37,258.0,257.0,18.0,1
customer732,700.0,13.86750490563073,350.0,335.0,296.0,13.0,1
customer733,2085.0,34.13030982543943,347.5,338.0,191.0,41.0,1
customer734,220.0,11.83215956619923,110.0,362.0,301.0,10.0,1
customer735,3170.0,153.20208588945232,1585.0,277.0,265.0,14.0,1
customer736,619.33,12.677717356193535,154.83249999999998,364.0,177.0,42.0,1
customer737,248.07,3.3189817087976445,82.69,361.0,241.0,16.0,1
customer738,2050.0,767.3330437300351,1025.0,107.0,88.0,5.0,1
customer739,19137.0,418.9761063812113,1739.7272727272727,363.0,43.0,34.0,1
customer74,2135.0,8.974476982721727,237.22222222222223,366.0,82.0,98.0,1
customer740,3862.0,137.39852885393384,3862.0,272.0,262.0,23.0,1
customer741,500.0,0.001,500.0,82.0,82.0,1.0,0
customer742,6100.0,801.2143561147943,3050.0,332.0,257.0,9.0,1
customer743,75.0,17.67766952966369,75.0,330.0,329.0,2.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer745,2000.0,129.09944487358058,2000.0,87.0,86.0,10.0,1
customer746,900.0,69.86381310057719,900.0,9.0,4.0,7.0,1
customer747,160.0,16.431676725154983,80.0,333.0,278.0,5.0,1
customer748,7100.0,103.27955589886446,1775.0,358.0,176.0,15.0,1
customer749,20.0,0.001,20.0,286.0,286.0,1.0,0
customer75,24826.75,23.494060745288717,2758.527777777778,260.0,2.0,505.0,1
customer750,290.0,10.535132224562298,72.5,316.0,111.0,14.0,1
customer751,2830.0,175.3841022822004,404.2857142857143,202.0,8.0,16.0,1
customer752,500.0,0.001,500.0,119.0,119.0,1.0,0
customer753,25.0,0.001,25.0,228.0,228.0,1.0,0
customer754,9328.0,103.44412280281108,1865.6,334.0,206.0,70.0,1
customer755,100.0,0.001,100.0,62.0,62.0,1.0,0
customer756,4080.0,839.0576724980099,1020.0,103.0,23.0,10.0,1
customer757,250.0,28.867513459481287,125.0,358.0,211.0,3.0,1
customer758,1019.0,5.756955138572164,509.5,365.0,324.0,56.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer76,855.0,27.24143146450447,213.75,357.0,224.0,17.0,1
customer760,43.730000000000004,1.8650000000000002,43.730000000000004,366.0,363.0,4.0,1
customer761,511.0,13.483608282195545,170.33333333333334,346.0,258.0,14.0,1
customer762,250.0,28.867513459481287,125.0,154.0,151.0,3.0,1
customer763,167.0,11.509830167130636,55.666666666666664,335.0,204.0,7.0,1
customer764,290.0,6.083829962530758,36.25,353.0,61.0,22.0,1
customer765,50.0,0.001,50.0,32.0,32.0,1.0,0
customer766,339.0,6.546215790551866,84.75,119.0,2.0,18.0,1
customer767,525.0,20.780235364840838,131.25,147.0,14.0,11.0,1
customer768,145.0,11.937336386313323,145.0,68.0,66.0,5.0,1
customer769,100.0,0.001,100.0,255.0,255.0,1.0,0
customer77,1100.0,31.622776601683796,550.0,265.0,235.0,10.0,1
customer770,25.0,0.001,25.0,128.0,128.0,1.0,0
customer771,365.0,14.687399258197381,182.5,108.0,88.0,12.0,1
customer772,1885.68,74.66422849760693,471.42,288.0,79.0,15.0,1
customer773,940.0,30.63652217906057,117.5,294.0,2.0,19.0,1
customer774,460.0,38.297084310253524,460.0,345.0,337.0,6.0,1
customer775,2844.0,112.10233420109205,1422.0,361.0,222.0,10.0,1
customer776,286.0,16.260921942423266,71.5,365.0,233.0,14.0,1
customer777,2700.0,70.25001733142088,540.0,288.0,157.0,22.0,1
customer778,265.0,1.6666666666666663,53.0,306.0,12.0,9.0,1
customer779,50.0,0.001,50.0,63.0,63.0,1.0,0
customer78,14235.0,134.26507509255853,4745.0,317.0,224.0,78.0,1
customer780,15250.0,170.88499253085072,2178.5714285714284,360.0,7.0,35.0,1
customer781,340.0,15.599145275730121,340.0,365.0,343.0,10.0,1
customer782,5100.0,345.0327796711771,2550.0,335.0,251.0,7.0,1
customer783,450.0,45.41475531146237,150.0,336.0,249.0,5.0,1
customer784,40.0,0.001,40.0,97.0,97.0,1.0,0
customer785,1223.31,22.916013547223955,611.655,106.0,71.0,30.0,1
customer786,100.0,0.001,100.0,341.0,341.0,1.0,0
customer787,550.0,25.877458475338283,550.0,352.0,344.0,8.0,1
customer788,50.0,0.001,50.0,205.0,205.0,1.0,0
customer789,1650.0,56.29958132298017,825.0,326.0,240.0,8.0,1
customer79,14105.0,38.22005488405056,2015.0,185.0,6.0,158.0,1
customer790,582.0,4.39828918276091,582.0,365.0,338.0,42.0,1
customer791,7800.0,54.62673311100839,7800.0,299.0,279.0,74.0,1
customer792,425.0,16.746777166205604,212.5,189.0,174.0,11.0,1
customer793,70.0,5.0,70.0,56.0,51.0,4.0,1
customer794,20.0,0.001,20.0,361.0,361.0,1.0,0
customer795,60.0,0.001,60.0,313.0,313.0,1.0,0
customer796,3650.0,109.46688997135162,1825.0,177.0,144.0,25.0,1
customer797,70.0,5.773502691896257,70.0,253.0,251.0,3.0,1
customer798,1260.0,177.55280904564702,252.0,131.0,22.0,9.0,1
customer799,675.0,20.951624954530235,168.75,149.0,24.0,18.0,1
customer8,2761.0,4.254848325937079,460.1666666666667,266.0,109.0,160.0,1
customer80,5885.34,7.644193740507347,535.0309090909091,355.0,11.0,407.0,1
customer800,75.0,17.67766952966369,37.5,346.0,295.0,2.0,1
customer801,40.0,0.001,40.0,201.0,201.0,1.0,0
customer802,190.0,12.535663410560174,95.0,47.0,14.0,7.0,1
customer803,800.0,25.81988897471611,800.0,257.0,257.0,10.0,1
customer804,1750.0,79.89949043284676,1750.0,60.0,60.0,8.0,1
customer805,115.0,4.172614801981401,115.0,360.0,359.0,8.0,1
customer806,485.0,28.03767306876787,242.5,65.0,47.0,9.0,1
customer807,535.0,18.885620632287058,89.16666666666667,350.0,59.0,15.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer809,2590.0,85.67978548657578,2590.0,21.0,2.0,13.0,1
customer81,2795.89,3.38606401533874,232.9908333333333,366.0,3.0,198.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer812,255.0,9.87420882906575,51.0,355.0,47.0,6.0,1
